barrage	keyword
快递员	行为6-快递
没八倍镜吗?	附加武器
应该叫老公上车吧	陆地载具
不是说好的炸鱼吗	行为7-炸
豪哥晚上开车注意点	陆地载具
怎么上车啊？	陆地载具
装甲车	陆地载具
去捡盒子	行为6-快递
看这镰刀挂腰上威武不/{fe	近战武器
吃药五哥	药品
感谢 我老公 送的1个七夕礼盒么么哒!/{66	行为6-快递
上盘三人三级甲二人三级头，不是来了所谓水友，吃鸡没问题了。	头盔
为啥开车前要点一下手雷？	陆地载具
炸鱼塘啊	行为7-炸
天命圈被赶出来了。牛逼	行为3-跑圈
反向跑毒？	行为3-跑圈
继续看你开车	陆地载具
感谢 老公叫我盒子精灬 送的1个血瓶么么哒!/{66	行为6-快递
给我变成盒子。	行为6-快递
昨晚我开车送她回W酒店的	陆地载具
来啦，盒子精丶小浩	行为6-快递
着你看过了，死于跑毒	行为3-跑圈
我怀疑你在开车，但是又没证据	陆地载具
太浪了，开车出圈送人头	陆地载具
这么肥，给人送快递了	行为6-快递
人工轰炸区	行为7-炸
送七夕礼盒啊	行为6-快递
保镖广西人	身份2-队友
要不再玩波摩托车/{jx	陆地载具
主播不捡六倍镜吗？	附加武器
大哥这盒子开的血亏	行为6-快递
这局利害，天谴圈都赢了/{zan/{zan	行为3-跑圈
感谢Nice-Marlboro的七夕礼盒，么么哒	行为6-快递
保镖房间号多少	身份2-队友
很正常谁标点谁肯定第一个成盒/{fe/{fe	行为6-快递
开了这么多礼盒，喜哥也不理一下的	行为6-快递
子弹袋留着下吧用	子弹类
当然是七夕礼盒了	行为6-快递
98k 三级头 也是一枪了？	头盔
感谢 小存存 的 七夕礼盒 ，大哥有钱 /{sh	行为6-快递
车都给你轰炸完了	行为7-炸
怎么上车？	陆地载具
乖哥这里干盒子吗？	行为6-快递
有木有老板上车车/{sh/{sh/{sh	陆地载具
3个小药不错了	药品
nice哥哥超帅，开车冲房超帅，300块也超帅/{tp/{tp/{tp/{tp	陆地载具
三级头不要？	头盔
谢谢这位老铁的礼盒/{xk	行为6-快递
这个红点好准啊	附加武器
保镖晚安	身份2-队友
还是一个黑黑的三级头	头盔
吉利服扔了	防具
摩托追装甲车nb	陆地载具
10局 盒子  杀1个	行为6-快递
吃药还抽烟	药品
感谢 中场大师 送的1个七夕礼盒么么哒!/{66	行为6-快递
2打1，3打1，4打1，秃子被打满头包！钦钦也不开车	陆地载具
主播该觉醒了，落地成盒好久了	行为6-快递
草哥在抽盒子	行为6-快递
心软 人怂 骚话多 天天开车拽我上车	陆地载具
谢谢天晨哥的礼盒	行为6-快递
他們想去舔包????	行为1-舔
天命圈守不住就尴尬了	行为3-跑圈
都是在跑毒的路上	行为3-跑圈
把把天谴圈 没毛病	行为3-跑圈
以前一个工会的，文哥一直都有带保镖	身份2-队友
开船准备下一个圈不然进不去	海上载具
要不就开摩托车去浪	陆地载具
跑毒有趣吗？	行为3-跑圈
洗现在的主播一言不合就开车	陆地载具
感谢 小猫咪 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
炸鱼塘了	行为7-炸
这沙鹰装红点真难看	附加武器
三级头体验装	头盔
开车了	陆地载具
红点	附加武器
这红点压得	附加武器
要摩托车	陆地载具
有人普通盒出过战舰吗？	行为6-快递
看弹幕不开车，开车不看弹幕	陆地载具
66666红点	附加武器
金莲，吃药了	药品
步枪用全自动什么握把好用	附加武器
开车飘上加油站房顶。秀一波	陆地载具
我今天看微博，职业选手平时训练，开车翻车居然要罚50元	陆地载具
感谢 柠檬L蓝莓 宝宝送的1个七夕礼盒真的是厉害/{xd	行为6-快递
手机虎牙右下角【追爱总动员】一个礼盒卡牌子和后缀~	行为6-快递
感谢 嗜血小哥 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
吃鸡没吃药	药品
虎牙绝地求生一盒	行为6-快递
别开车了。。	陆地载具
跟你学的开车切座位？	陆地载具
叫他们谁让个位子，大哥要上车	陆地载具
小星星闻把你的装甲车给强	陆地载具
车技可以	陆地载具
全息没拿	附加武器
保镖都杀十八个了	身份2-队友
骑摩托车	陆地载具
我今天在工地看见盒永生了	行为6-快递
把把天谴圈	行为3-跑圈
你杀第一个人的房子了有二级头	头盔
上车，马上开跳了	陆地载具
阿里嘎多，感谢社会我榜三歆大大，谢谢七夕礼盒	行为6-快递
我玩的是开车游戏，你玩的是杀人游戏	陆地载具
真就开车追人杀哦	陆地载具
吉利服唉	防具
红点文	附加武器
还记得那个唱歌的保安小哥哥吗？	身份2-队友
感谢 复兴 送的1个七夕礼盒么么哒!/{66	行为6-快递
把把在圈边 还想天命圈？ 自己怂还怪圈	行为3-跑圈
感谢大爷送的1个礼盒/{sh	行为6-快递
感谢 甜MelOn丶鱼鱼 送的1个七夕礼盒么么哒!/{66	行为6-快递
一边开车一边打，无赖	陆地载具
哦咋的   想上树？	行为10-树
子弹袋为什么留着	子弹类
谢谢老板的礼盒	行为6-快递
金红武回来带盒红塔山，看到扣1 金红武回来带盒红塔山，看到扣	行为6-快递
感谢榜四白羊丶【挚爱樱桃】送的7个礼盒,(⊙ω⊙)我的天/{xd	行为6-快递
开车撵	陆地载具
把把落地成盒。	行为6-快递
开车过，往右走就好了	陆地载具
车技牛逼	陆地载具
上车大药太秀了吧	陆地载具
吃药	药品
大师要上车吗？	陆地载具
二级头换个一级头！你也是人才	头盔
四爷回到家v就机顶盒接电话冬季女都代课好吧你的课VR额九点半	行为6-快递
主播开车了，小姐姐们注意点！	陆地载具
胖雯不上车么/{bk	陆地载具
左右飘那是水平后坐力。换个三角握把	附加武器
子弹袋啥用	子弹类
不用开车玩得挺嗨是吧	陆地载具
校霸	行为12-战神
冰可乐带牛郎干嘛？开车吗	陆地载具
7.62子弹够吗？	子弹类
你先开车	陆地载具
二级头换一级?	头盔
麻瓜龙那边有装甲车，去偷一波	陆地载具
叶老师太会开车了	陆地载具
又换低段位，炸鱼塘	行为7-炸
别人打架在摩托车上！ 卧槽牛逼666	陆地载具
帝国干拉，瞬间死了4个	行为12-战神
200个礼盒	行为6-快递
肥龙太难了，只能吃盒饭了/{jx	行为6-快递
已经修复了装甲车血量过高的bug	陆地载具
游戏名：我要这吉利服有何用	防具
摄影师的八倍镜去哪里了	附加武器
其实可以继续开车走	陆地载具
几万可以上车	陆地载具
说吉利服的玩你和平精英去	防具
我是开车直接去找枪声，充人家脸上打	陆地载具
一楼有好的二级头	头盔
主播带水友上车么？	陆地载具
队友要红点，帮着带一个啊	附加武器
开车撞他们	陆地载具
你这不算开车跑你叫僵尸怎打你？	陆地载具
感谢 泥石流丶谎言 送的1个七夕礼盒么么哒!/{66	行为6-快递
一个手骑摩托车	陆地载具
人体描边	行为10-菜
全息	附加武器
哪有上车的钱	陆地载具
三级头整一个	头盔
中国队一直都是天谴圈	行为3-跑圈
开车开久了  一不小心就翻了	陆地载具
多少上车	陆地载具
两盒	行为6-快递
又盒子了	行为6-快递
怎么又是跑毒	行为3-跑圈
有道理，我红点都压不住	附加武器
红点狙	附加武器
三级头牛逼	头盔
文家铁骑-夕阳：保镖是榜十三	身份2-队友
谢谢六月底的礼盒/{sh/{sh	行为6-快递
怎么上车你上一个我看看 云玩家	陆地载具
大妈  希望今天还能看到你上车	陆地载具
摩托车开枪，就问你们学会没/{fe/{fe/{fe	陆地载具
谢谢礼盒，谢谢没中过奖	行为6-快递
还不如红点妹控爽。	附加武器
一地的盒子	行为6-快递
都是鱼塘炸鱼	行为7-炸
你想落地成盒吗？	行为6-快递
一号学习完技术，赶紧开一把，然后成盒	行为6-快递
上车	陆地载具
感谢小鸽哥哥送的1个七夕礼盒/{dg	行为6-快递
人体描边	行为10-菜
感谢 在北。 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
别翻车了啊。。。。。	陆地载具
NUNA强行翻车	陆地载具
文哥，保镖叫上比较稳	身份2-队友
人家是找人杀练枪，和炸鱼能一样吗？	行为7-炸
没红点了	附加武器
翻车现场	陆地载具
换全息啊	附加武器
/{gd我看着这么多盒子里的东西拿不下 我就恨啊。	行为6-快递
有开车嫌疑	陆地载具
先跑圈	行为3-跑圈
送礼盒了	行为6-快递
吃药没有粉末效果好	药品
全息没见着	附加武器
八倍镜在哪里	附加武器
开车劫道，	陆地载具
天命圈没收住	行为3-跑圈
上个房子wc有6倍，检止痛药那个厕所	药品
屏幕左边的红点点是什么	附加武器
明月上车	陆地载具
不其实你不满，我也会说不上车	陆地载具
2号不说话，开车学你按喇叭	陆地载具
这种打法不成盒才怪哈哈😂	行为6-快递
感谢 祥子 送的1个礼盒么么哒!/{66	行为6-快递
全息也不要	附加武器
蟹蟹 我是一只大鸽子 送的七夕礼盒~~~/{hh	行为6-快递
反正都是躺盒子，刚哥爱咋滴咋滴吧	行为6-快递
人体描边最稳	行为10-菜
一颗手榴弹	投掷道具
感谢大家抽的礼盒	行为6-快递
想上车	陆地载具
谢谢🙏礼盒	行为6-快递
请看猪上树	行为10-树
开礼盒亏啊	行为6-快递
阿西估计回家看看馈就开学了激流快艇	海上载具
吸引轰炸区的男人	行为7-炸
看九菜盒子精彩表演哈	行为6-快递
8倍镜压枪	附加武器
装甲车好多	陆地载具
你这三倍镜压的	附加武器
金牌快递员托马斯，快递再不送到我就投诉你了！	行为6-快递
哇哦吉利服	防具
感谢 龙之存 宝宝送的1个七夕礼盒真的是厉害/{xd	行为6-快递
感谢852送的礼盒	行为6-快递
感谢烦恼的200礼盒	行为6-快递
白哥上车！！！！！！！	陆地载具
要20个盒子	行为6-快递
三级头三级头	头盔
书声，车那个被轰炸炸倒了，轰！。。。。。。	行为7-炸
感谢莎莎、为了守护你送的340个七夕礼盒/{sh	行为6-快递
这车开的皮，6666.车技一流	陆地载具
阿里嘎多，感谢小小小小小杜哥，谢谢礼盒/{sh	行为6-快递
感谢笑颜送的1个礼盒/{sh	行为6-快递
二级头不都是一枪一个	头盔
炸鱼卵	行为7-炸
不在，坐车呢。	陆地载具
喷子你们不也是炸鱼塘 而且还是低端局的鱼塘	行为7-炸
开车真猛	陆地载具
大妈上车了?	陆地载具
红点‘’	附加武器
这把要成盒	行为6-快递
红点98k	附加武器
看你一直在跑毒	行为3-跑圈
就应该让我们上车，看这些队友，脑瓜疼	陆地载具
骑摩托车技术就够我学的	陆地载具
保镖女主播	身份2-队友
两本魔法书上车	陆地载具
那个开车撞台风的家伙在哪	陆地载具
感谢 花椒 送的1个七夕礼盒么么哒!/{66	行为6-快递
主播要翻车了。	陆地载具
感谢nekeo的十个礼盒	行为6-快递
我最近礼盒手气太好了	行为6-快递
手哥别开车了	陆地载具
我要上车	陆地载具
太費煙，這一會我快一盒了	行为6-快递
红点啊	附加武器
感谢一颗小虎牙的礼盒	行为6-快递
开车不规范 队友两行泪	陆地载具
下来成盒	行为6-快递
抽礼盒的礼物都是直接被送出的	行为6-快递
搜半天就是没找到能装八倍镜的枪/{fe/{fe/{fe	附加武器
说瓶子的都是老司机啊	陆地载具
只顾偷人，忘记开车了	陆地载具
落地成盒不求人吗？	行为6-快递
二级头皮肤	头盔
上车提了就扎心	陆地载具
3号在开车	陆地载具
如果没用挂，那肯定是炸鱼塘，按他的技术分段不应该这么轻松	行为7-炸
开车？？	陆地载具
上把为毛不开装甲车？	陆地载具
maybe哥缺司机么，我开车贼稳	陆地载具
坐船	海上载具
感谢饲养员 ❥(^_-) 泷水映月寒 赠送了1个礼盒 x 1…	行为6-快递
谢谢小保安	身份2-队友
二级头盔	头盔
全息神教表示不服	附加武器
我怀疑你直播标题在开车	陆地载具
开船啊	海上载具
怀疑你在开车，但是找不到证据	陆地载具
平时吃药么？	药品
你喜欢看我变盒子精	行为6-快递
咱们中国队又领盒饭了	行为6-快递
死于跑毒	行为3-跑圈
好像看他昨天开车一穿2那一段	陆地载具
带他们送快递	行为6-快递
小坏盒？	行为6-快递
大师上车	陆地载具
完美成盒？	行为6-快递
左边红点是什么刚才？	附加武器
哈哈老哥开车啊	陆地载具
好的二级头	头盔
8倍镜大炮	附加武器
队友夕阳红枪法	行为10-菜
康桑哈咪哒，谢谢小Z◡‿.◡✿景颜专属，谢谢礼盒	行为6-快递
红点	附加武器
为什么一直用半截握把	附加武器
带狮快上车啊	陆地载具
两本魔法书上车	陆地载具
保镖我想买一台电脑不知道什么配置好	身份2-队友
坐船	海上载具
快去开车、	陆地载具
感谢 老虎-告白confessIon 小可爱送的1个礼盒亲亲…	行为6-快递
今天上车吧	陆地载具
拜托别再死于跑毒	行为3-跑圈
工藤新一怎么开车了？？？	陆地载具
我想试试一发入魂  一个礼盒开个火锅	行为6-快递
什么时候uzi也能红点了	附加武器
感谢欢少的礼盒刷屏	行为6-快递
上车的玩吧游戏吧	陆地载具
最开始说有车是用来跑毒的，现在变成溜僵尸了	行为3-跑圈
/{fe怀疑你在开车..而且证据确凿	陆地载具
胖暖是开车主播，职业开车20年	陆地载具
我想看他决赛圈98k红点	附加武器
我把八倍镜丢在外面了  哈哈哈	附加武器
刚才装甲车不要	陆地载具
感谢 肥龙军团、校长 送的1个礼盒么么哒!/{66	行为6-快递
就像你让主播打王者局一样  他能保证不会翻车	陆地载具
韦神ibiza看多了 想学开车了 哈哈哈	陆地载具
装甲车都没有	陆地载具
应该反身上车	陆地载具
你个落地成盒挂	行为6-快递
她坐船	海上载具
刚才有2级头 ？？？？	头盔
过上车	陆地载具
开车去炮楼	陆地载具
认真开车/{hx	陆地载具
已举报你保镖	身份2-队友
摩托车都看不下去了	陆地载具
提示=压赢=翻车=献丑=输了	陆地载具
他四倍镜抬手就是爆头，本来就看得不是很清楚	附加武器
喝药吧	药品
在线炸鱼	行为7-炸
老钢上车车了/{sq/{sq/{sq	陆地载具
感谢二牛的礼盒  辛苦了	行为6-快递
没握把不会打吗	附加武器
开车过去了	陆地载具
快点喝饮料	药品
可以开车的	陆地载具
坐车里不就好了	陆地载具
我们就爱看炸鱼	行为7-炸
落地成盒开始了/{66/{66/{66/{66/{66/{66	行为6-快递
感谢谁听送的1个礼盒/{sh	行为6-快递
你自己开车到对面车道去了，车祸也是你负全责	陆地载具
⭕这么远  跑毒好累  有木有兴趣自雷一波	行为3-跑圈
我孤少单排的战术就是开船毒死不给分	海上载具
我是来看你翻车的	陆地载具
8倍镜 捡了，丢掉	附加武器
打沙漠地图我可以玩玩，上车多少	陆地载具
我怀疑你开车，但是没有证据	陆地载具
保镖这标题意思太多了	身份2-队友
感谢【痴爱辣条】泽熙送的1个七夕礼盒/{dg	行为6-快递
这两个月我应该抽了300个礼盒了	行为6-快递
突然开车/{jx	陆地载具
谢谢七夕礼盒/{hh	行为6-快递
我觉得会翻车	陆地载具
包里面有红点	附加武器
开车都会翻的嘎达维	陆地载具
不然直接轰炸区，	行为7-炸
长沙就这么点大，开车半小时	陆地载具
一直天命圈再不吃鸡说不过去了啊！！！🇨🇳🇨🇳	行为3-跑圈
感谢 我是一只小老虎、 的1个七夕礼盒	行为6-快递
刚有个送快递的，刚给言一送了个摩托车	陆地载具
车边上还有个盒子~~！！	行为6-快递
谢谢礼盒/{xd	行为6-快递
举报开车	陆地载具
就指望落地成盒赚点破豆子？	行为6-快递
保镖 欢迎一下 b皇的军队	身份2-队友
开车就回去了	陆地载具
舔包速度就可以看出来了，是个高手	行为1-舔
12月这个操作，太帝国干拉了吧	行为12-战神
感谢榜四白羊丶【挚爱樱桃】送的6个礼盒,我的天(๑•̀ㅂ•́…	行为6-快递
高手都是红点，我们这种菜B万年全息	附加武器
因为没握把吗	附加武器
开车就放心了	陆地载具
感谢 尐巅峰๓﹏мУ。 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
别开车了。	陆地载具
谢谢10个七夕礼盒，谢谢 楼酱的阿檬/{gl	行为6-快递
僵尸能开车吗？🧟‍♀️🧟‍♂️	陆地载具
我怀疑你在开车，但我没有证据	陆地载具
忘记换红点了吗？	附加武器
一级头  大炮一枪死	头盔
绕着绕着就变成了盒子	行为6-快递
公然开车  都开我脸上了	陆地载具
差点被摩托车杀了	陆地载具
不行找保镖啊	身份2-队友
开车来了	陆地载具
3个人带3级头	头盔
镰刀割韭菜的	近战武器
开摩托车这个真的/{gl	陆地载具
感谢礼盒/{sh/{sh	行为6-快递
保镖安排一波	身份2-队友
上班了。保镖	身份2-队友
开车了，开车了，开车了。	陆地载具
昨天胖子送快递是真的体贴	行为6-快递
我怀疑你在开车，但是我有证据	陆地载具
一听就知道是老司机	陆地载具
我怀疑你在开车，但是我找不到证据	陆地载具
装甲车打不烂吗	陆地载具
蟹蟹 超鸡果粒ceng 送的礼盒~~~/{jx	行为6-快递
垂直握把	附加武器
感谢 空城 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
偷装甲车我只服麻瓜龙	陆地载具
你又开车了	陆地载具
感谢 耀先生 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
能开车的，有故事的女人，年纪不小了	陆地载具
你是个老司机	陆地载具
一个合格的快递员	行为6-快递
谢谢淡笑的礼盒	行为6-快递
开车了	陆地载具
弹幕开车	陆地载具
魔法书上车吗？	陆地载具
拿着送快递啊。	行为6-快递
职业选手都不爱拿吉利服的吗？	防具
不是3级头你就死了	头盔
开车三人组	陆地载具
吃药/{hh/{hh	药品
不应该穿这个吉利服应该穿黄色的	防具
这回落地成盒了吗	行为6-快递
摩托车来了	陆地载具
还有船	海上载具
开车冲出去的  我要笑死	陆地载具
保镖还能不知道	身份2-队友
没拿也好，要不就送快递了	行为6-快递
绿油油的3级头	头盔
还有一个三级头	头盔
包里有握把	附加武器
外面有个握把	附加武器
队友开车过去了/{tx/{tx	陆地载具
保镖过情人节去了？	身份2-队友
感谢快乐的盒子送的50个虎粮/{dg	行为6-快递
快礼盒搞起来有气球哦/{tx/{tx	行为6-快递
颜值主播粉丝开礼盒50元不到开出战舰队	行为6-快递
感谢起风了丶艾希送的2个七夕礼盒/{sh	行为6-快递
感谢 啊哲 送的1个礼盒么么哒!/{66	行为6-快递
开车过去啊	陆地载具
翻车王	陆地载具
感谢 七月 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
4倍sks点跑毒的。特别爽	行为3-跑圈
吉利服倒了	防具
三级头，不怕一枪就死了	头盔
这个开车的兄弟你玩蛇	陆地载具
红点98K	附加武器
咋没人喷了啊，快喷啊，水中开车挂	陆地载具
队友进不去，所以和你一起成盒	行为6-快递
学着莽夫的操作吧，盒子怪	行为6-快递
有老板要上车的吗？	陆地载具
不会落地成盒了	行为6-快递
方向开车牛逼	陆地载具
因为开车了	陆地载具
我4am只会打天谴圈	行为3-跑圈
158上树	行为10-树
被轰炸选择的男人	行为7-炸
死于三角握把	附加武器
镰刀不要扔啊	近战武器
权你看我牌子都是开礼盒开的😂😂	行为6-快递
感谢胖头鱼本鱼送的1个礼盒/{sh	行为6-快递
保镖我想问你你是哪的人	身份2-队友
车技本人	陆地载具
红点不拿吗	附加武器
千里送快递，礼轻情意重	行为6-快递
轻型握把呢	附加武器
开挂炸鱼的太恶心了	行为7-炸
小图开车死的更快	陆地载具
怎么我一进来，你就成盒啊，我很费解	行为6-快递
落地成盒就是说的你把	行为6-快递
开车快乐起来啊	陆地载具
礼盒	行为6-快递
落摩托车带队友的重要性	陆地载具
感谢社会我榜二狼叔的七夕礼盒，爱你	行为6-快递
他队友也是三级头	头盔
往这里开车6	陆地载具
你们没事去其他直播间提提保镖哈哈哈	身份2-队友
1号还敢上车	陆地载具
垂直握把都不要吗	附加武器
摩托车飞车喽	陆地载具
在线开车	陆地载具
你咋偷别人摩托车还按喇叭	陆地载具
我文哥和保镖吊打你俩	身份2-队友
可以上车吗	陆地载具
人家就是在开车	陆地载具
康桑哈咪哒，谢谢我新玥宝贝，谢谢礼盒	行为6-快递
开车坑队友	陆地载具
弟弟我回来了，你的盒子到了，拿一下	行为6-快递
感谢 花名^O^小鬼 大佬送的1个七夕礼盒辛苦大哥的小手!/{yb	行为6-快递
这是个医疗兵的直播间把，舔包这么快	行为1-舔
送快递的这位小哥别走。	行为6-快递
bgm，摩托车摇	陆地载具
表示想看下打摩托车	陆地载具
不是再抽礼盒吗	行为6-快递
落地成盒是基本操作	行为6-快递
我也不玩，我就是看看主播送快递的	行为6-快递
。。。 我怀疑你在开车 我有证据	陆地载具
谢谢，，淡定的礼盒	行为6-快递
感谢起风了丶艾希送的100个礼盒/{sh	行为6-快递
好棒棒？我怀疑你在开车	陆地载具
不送改日了  怀疑你在开车	陆地载具
盒子宝	行为6-快递
这女的开车厉害	陆地载具
我怕你们开车要飞天	陆地载具
感谢 飘了 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
怎么卡盒子	行为6-快递
全息看着膈应。不如红点。	附加武器
三级头拿到就跑	头盔
我说你像个垂直握把	附加武器
轰炸区体质，走哪代拿	行为7-炸
开车的	陆地载具
全息98k真爷们	附加武器
这个图刷三级头？	头盔
破全息还不仍，留着下崽吗？	附加武器
这么小个圈咋开车	陆地载具
哇 这礼盒好坑	行为6-快递
普通礼盒也出战舰	行为6-快递
二级头不要	头盔
完好的二级头	头盔
这人怎么不翻车呀😂😂	陆地载具
孤儿队友开车 你们懂的	陆地载具
翻车？	陆地载具
我怀疑，国内主播开个TPP。在跑毒 还和观众互动	行为3-跑圈
喝饮料啊	药品
呜呜呜呜老司机开车了	陆地载具
两个老表是盒子精	行为6-快递
感谢 路过 大佬送的1个七夕礼盒辛苦大哥的小手!/{yb	行为6-快递
上保镖打会吧	身份2-队友
开车没油灵魂	陆地载具
端游压三倍镜好压吗	附加武器
两个麻瓜不会开车	陆地载具
老司机	陆地载具
感谢 丶虚心有竹 大佬送的1个七夕礼盒辛苦大哥的小手!/{yb	行为6-快递
你开车啊撞车，大花安心	陆地载具
菜篮子又变身盒子精了/{hh	行为6-快递
不穿鞋开车，扣分	陆地载具
谢谢 舟山大吉大利,落地成盒, ♩♭礼物刷一刷·喜鹊叫喳喳♪	行为6-快递
感谢风起兮衣飞扬送的10个礼盒/{sh	行为6-快递
刚才开车走了	陆地载具
云顶有小盒子	行为6-快递
大家多多抽礼盒呦~~	行为6-快递
我二级头直接没了……	头盔
你在开车，给我拷走	陆地载具
描边大师。	行为10-菜
让妹子自己开车她可能会死	陆地载具
感谢社会我榜九Nice-大米【魔仙堡】的礼盒，么么哒	行为6-快递
杀一个人去送快递	行为6-快递
康桑哈咪哒，谢谢诺诺丶Hunk【枫】，谢谢七夕礼盒	行为6-快递
为啥不开车	陆地载具
快上车	陆地载具
5.56子弹不要	子弹类
中国队一局全是天谴圈	行为3-跑圈
这车技差点儿我就信了	陆地载具
这b来了估计得提升虎牙绝地的整体实力了，炸鱼已经沦为没水准了	行为7-炸
等下开车堵住了	陆地载具
我也正在怀疑破暖开车	陆地载具
拆盒子	行为6-快递
到时一起在车上吃药	药品
开车	陆地载具
没换，还用着全息	附加武器
全部都是盒子	行为6-快递
感谢 勿念 的 七夕礼盒 /{sh	行为6-快递
保镖在那里 ？？？	身份2-队友
描边大师吴彦海	行为10-菜
送礼盒就有了	行为6-快递
我也知道有个地方把把3级头	头盔
跑毒啊	行为3-跑圈
开车碾过去啊	陆地载具
孤存学学开车技术！	陆地载具
二级头   你个麻瓜	头盔
礼盒是最后一个	行为6-快递
咦，你这扫车技术不行啊	陆地载具
开车了啊	陆地载具
开车撞石头上 下来打药	陆地载具
感谢起风了、彩虹送的1个礼盒/{sh	行为6-快递
盒是榜一	行为6-快递
杀完掉头就走不舔包，，你不是疯子就是变态	行为1-舔
早点开车 把右边那队干了	陆地载具
和存存比差远了，存存的摩托车开的比他好	陆地载具
还是这座山，骑摩托车上啊，	陆地载具
满地盒子	行为6-快递
韦神打什么段位，喜子这炸鱼塘能比吗	行为7-炸
开车是谁	陆地载具
你再打一把我上车	陆地载具
有装甲车	陆地载具
孤存式浪漫 带你上树	行为10-树
感谢我Nic3_大叔{剑士团}的礼盒，么么哒	行为6-快递
半残的三级头>好的二级头，但是甲是二级甲＞半残的三级甲	头盔
保镖，直播间叫:大镖客。支持的去点点订阅	身份2-队友
盒鹅盒鹅盒鹅盒鹅盒鹅盒鹅盒鹅盒	行为6-快递
过两天你来着上车~	陆地载具
盒子那	行为6-快递
因为你穿吉利服	防具
要用10个礼盒开	行为6-快递
我被吉利服杀了	防具
好饿呀，跑毒都没力气了，有没大哥来个小血瓶补个血呀/{gd	行为3-跑圈
挂吧，三级头秒了？	头盔
感谢 IKE、看看 的 七夕礼盒 ，大哥有钱 /{sh	行为6-快递
十个大火箭上车	陆地载具
感谢腻碍的礼盒	行为6-快递
保镖在那直播啊	身份2-队友
没人上车吗？	陆地载具
三级头有了没	头盔
礼盒走起来	行为6-快递
没看见吗吉利服	防具
感谢我银河之力的七夕礼盒，爱你喔~	行为6-快递
十把有八把都在跑毒	行为3-跑圈
感谢 皮皮婷丶挽清风 的 七夕礼盒 ，大哥有钱 /{sh	行为6-快递
你不是拿空投，你是送快递	行为6-快递
Uzi能安红点吗？	附加武器
别说你开车不合格，你长得都违章了。	陆地载具
开车呀	陆地载具
RNG炸鱼塘啊	行为7-炸
我的天，感谢大哥的礼盒	行为6-快递
等下我抽盒子之前也说一个我好非试试/{gd/{gd/{gd	行为6-快递
只要眼神好，红点当四倍	附加武器
上车才好玩	陆地载具
康康弟弟车技咋样	陆地载具
有3级头 脑子想想这是什么时候的录像	头盔
哦哦，是熟悉的车技	陆地载具
谢谢主播的烟盒	行为6-快递
人家不要吉利服，别叫了	防具
能不能礼物上车	陆地载具
我被交警拦了，因为学你骑摩托车，歪着头和身子	陆地载具
感谢天真的初夜的七夕礼盒，爱你	行为6-快递
抽盒子了，暗号4 6 全	行为6-快递
不开车感觉哪不得劲	陆地载具
楼上的二级头药都没舔	头盔
虎牙送分填空题ib吃鸡概率：①跳下飞机②骑上摩托车③进决赛圈	陆地载具
感谢 榜一Sorry-洋葱 的1个七夕礼盒/{zan	行为6-快递
感谢 薄荷柠檬片 ，谢谢1个礼盒/{zan	行为6-快递
你来送快递了吗？	行为6-快递
谢谢10个七夕礼盒，谢谢 楼酱的阿兰	行为6-快递
这人体描边	行为10-菜
我就想问一下对面枪能不能准一点主播到，现在二级头都没有爆。	头盔
，这是什么分段的局啊，天天看豪哥炸鱼塘	行为7-炸
不玩，菜的抠脚把把落地成盒	行为6-快递
阿里嘎多，感谢我流年似水，谢谢七夕礼盒	行为6-快递
？三级头一枪？	头盔
手榴弹炸下来 、	投掷道具
又开车。。死丫头	陆地载具
虎子啥时候上车…	陆地载具
谢谢hlm的礼盒/{sh/{sh	行为6-快递
落地成盒流局进来就说了的	行为6-快递
月饼，我怀疑你在开车	陆地载具
岸上车干爆	陆地载具
为什么捡不上三级头	头盔
保镖咋违规了？	身份2-队友
不吃药药	药品
说是炸鱼的  恐怕他连个鱼卵都不如吧？	行为7-炸
翻车	陆地载具
翠花盒子	行为6-快递
图图着怎么上车呀	陆地载具
车技可以	陆地载具
我怀疑你们在开车但是我没证据	陆地载具
小心保安拿警棍揍你	身份2-队友
开车老司机。当然没问题/{jx/{jx	陆地载具
盒子走了	行为6-快递
盒勇fpp杀15个送虎粮一号   认真的	行为6-快递
老司机	陆地载具
装甲车能打炸吗	陆地载具
成盒子精了，能不自闭	行为6-快递
保镖里	身份2-队友
阿里嘎多，感谢社会我榜三夜店扛把子小白，谢谢七夕礼盒	行为6-快递
怎么又开始开礼盒惹	行为6-快递
我们什么时候才能天命圈	行为3-跑圈
感谢 荼靡 宝宝送的1个礼盒真的是厉害/{xd	行为6-快递
晚安  下次再来上车	陆地载具
保安在想啥	身份2-队友
你肾虚吗吃药	药品
四倍镜啊！	附加武器
唉呀妈呀！我得八倍镜不见啦	附加武器
感谢 筱芮 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
非要开车吗	陆地载具
